android.hardware.camera2.cts.CaptureRequestTest#testFlashControl,
android.hardware.camera2.cts.CaptureRequestTest#testFocusDistanceControl,
android.hardware.camera2.cts.CaptureRequestTest#testLensShadingMap,
android.hardware.camera2.cts.CaptureRequestTest#testNoiseReductionModeControl,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13776'>[FAQ13776]
android.hardware.camera2.cts.CaptureRequestTest#testSceneModes,
android.hardware.camera2.cts.CaptureRequestTest#testToneMapControl,
android.hardware.camera2.cts.CaptureResultTest#testCameraCaptureResultAllKeys,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13999'>[FAQ13999]
android.hardware.camera2.cts.CaptureResultTest#testPartialResult,
android.hardware.camera2.cts.CaptureResultTest#testResultTimestamps,
android.hardware.camera2.cts.DngCreatorTest#testDngRenderingByBitmapFactor,
android.hardware.camera2.cts.DngCreatorTest#testRaw16JpegConsistency,
android.hardware.camera2.cts.DngCreatorTest#testSingleImageBasic,
android.hardware.camera2.cts.DngCreatorTest#testSingleImageThumbnail,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testAvailableStreamConfigs,<a href='http://online.mediatek.com/FAQ#/SW/FAQ20908'>[FAQ20908]
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testConstrainedHighSpeedCapability,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testDepthOutputCharacteristics,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testKeys,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testOpticalBlackRegions,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testReprocessingCharacteristics,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testStaticBurstCharacteristics,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testStaticRawCharacteristics,
android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest#testStreamConfigurationMap,
android.hardware.camera2.cts.FlashlightTest#testCameraDeviceOpenAfterTorchOn,<a href='http://online.mediatek.com/FAQ#/SW/FAQ17593'>[FAQ17593]
android.hardware.camera2.cts.FlashlightTest#testSetTorchModeOnOff,
android.hardware.camera2.cts.FlashlightTest#testTorchCallback,
android.hardware.camera2.cts.FlashlightTest#testTorchModeExceptions,<a href='http://online.mediatek.com/FAQ#/SW/FAQ17593'>[FAQ17593]
android.hardware.camera2.cts.ImageReaderTest#testAllOutputYUVResolutions,
android.hardware.camera2.cts.ImageReaderTest#testDepth16,
android.hardware.camera2.cts.ImageReaderTest#testDepthPointCloud,
android.hardware.camera2.cts.ImageReaderTest#testFlexibleYuv,
android.hardware.camera2.cts.ImageReaderTest#testImageReaderYuvAndRaw,
android.hardware.camera2.cts.ImageReaderTest#testInvalidAccessTest,
android.hardware.camera2.cts.ImageReaderTest#testJpeg,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14556'>[FAQ14556]
android.hardware.camera2.cts.ImageReaderTest#testLongProcessingRepeatingFlexibleYuv,
android.hardware.camera2.cts.ImageReaderTest#testLongProcessingRepeatingRaw,
android.hardware.camera2.cts.ImageReaderTest#testRaw,
android.hardware.camera2.cts.ImageReaderTest#testRawPrivate,
android.hardware.camera2.cts.ImageReaderTest#testRepeatingJpeg,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14556'>[FAQ14556]
android.hardware.camera2.cts.ImageReaderTest#testRepeatingRaw,
android.hardware.camera2.cts.ImageReaderTest#testRepeatingRawPrivate,
android.hardware.camera2.cts.ImageReaderTest#testYuvAndJpeg,
android.hardware.camera2.cts.ImageWriterTest#testAbandonedSurfaceExceptions,
android.hardware.camera2.cts.ImageWriterTest#testOpaqueImageWriterReaderOperation,
android.hardware.camera2.cts.ImageWriterTest#testYuvImageWriterReaderOperation,
android.hardware.camera2.cts.MultiViewTest#testDualCameraPreview,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13793'>[FAQ13793]
android.hardware.camera2.cts.MultiViewTest#testDualTextureViewAndImageReaderPreview,
android.hardware.camera2.cts.MultiViewTest#testDualTextureViewPreview,
android.hardware.camera2.cts.MultiViewTest#testTextureViewPreview,
android.hardware.camera2.cts.MultiViewTest#testTextureViewPreviewWithImageReader,
android.hardware.camera2.cts.NativeCameraDeviceTest#testCameraDeviceCreateCaptureRequest,
android.hardware.camera2.cts.NativeCameraDeviceTest#testCameraDeviceOpenAndClose,
android.hardware.camera2.cts.NativeCameraDeviceTest#testCameraDeviceSessionOpenAndClose,
android.hardware.camera2.cts.NativeCameraDeviceTest#testCameraDeviceSimplePreview,
android.hardware.camera2.cts.NativeCameraManagerTest#testCameraManagerAvailabilityCallback,
android.hardware.camera2.cts.NativeCameraManagerTest#testCameraManagerCameraCharacteristics,
android.hardware.camera2.cts.NativeCameraManagerTest#testCameraManagerGetAndClose,
android.hardware.camera2.cts.NativeCameraManagerTest#testCameraManagerGetCameraIds,
android.hardware.camera2.cts.NativeImageReaderTest#testJpeg,
android.hardware.camera2.cts.NativeStillCaptureTest#testStillCapture,
android.hardware.camera2.cts.PerformanceTest#testCameraLaunch,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14140'>[FAQ14140]
android.hardware.camera2.cts.PerformanceTest#testHighQualityReprocessingLatency,
android.hardware.camera2.cts.PerformanceTest#testHighQualityReprocessingThroughput,
android.hardware.camera2.cts.PerformanceTest#testReprocessingCaptureStall,
android.hardware.camera2.cts.PerformanceTest#testReprocessingLatency,
android.hardware.camera2.cts.PerformanceTest#testReprocessingThroughput,
android.hardware.camera2.cts.PerformanceTest#testSingleCapture,
android.hardware.camera2.cts.RecordingTest#testBasicRecording,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13665'>[FAQ13665]
android.hardware.camera2.cts.RecordingTest#testBasicVideoStabilizationRecording,
android.hardware.camera2.cts.RecordingTest#testBurstVideoSnapshot,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14945'>[FAQ14945]
android.hardware.camera2.cts.RecordingTest#testCameraRecorderOrdering,
android.hardware.camera2.cts.RecordingTest#testConstrainedHighSpeedRecording,
android.hardware.camera2.cts.RecordingTest#testMediaCodecRecording,
android.hardware.camera2.cts.RecordingTest#testRecordingFramerateLowToHigh,
android.hardware.camera2.cts.RecordingTest#testRecordingFromPersistentSurface,
android.hardware.camera2.cts.RecordingTest#testSlowMotionRecording,
android.hardware.camera2.cts.RecordingTest#testSupportedVideoSizes,
android.hardware.camera2.cts.RecordingTest#testTimelapseRecording,
android.hardware.camera2.cts.RecordingTest#testVideoSnapshot,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13794'>[FAQ13794]
android.hardware.camera2.cts.ReprocessCaptureTest#testBasicOpaqueToJpegReprocessing,
android.hardware.camera2.cts.ReprocessCaptureTest#testBasicOpaqueToYuvReprocessing,
android.hardware.camera2.cts.ReprocessCaptureTest#testBasicYuvToJpegReprocessing,
android.hardware.camera2.cts.ReprocessCaptureTest#testBasicYuvToYuvReprocessing,
android.hardware.camera2.cts.ReprocessCaptureTest#testBurstReprocessing,
android.hardware.camera2.cts.ReprocessCaptureTest#testCrossSessionCaptureException,
android.hardware.camera2.cts.ReprocessCaptureTest#testMixedBurstReprocessing,
android.hardware.camera2.cts.ReprocessCaptureTest#testRecreateReprocessingSessions,
android.hardware.camera2.cts.ReprocessCaptureTest#testReprocessAbort,
android.hardware.camera2.cts.ReprocessCaptureTest#testReprocessJpegExif,
android.hardware.camera2.cts.ReprocessCaptureTest#testReprocessRequestKeys,
android.hardware.camera2.cts.ReprocessCaptureTest#testReprocessTimestamps,
android.hardware.camera2.cts.ReprocessCaptureTest#testReprocessingSizeFormat,
android.hardware.camera2.cts.ReprocessCaptureTest#testReprocessingSizeFormatWithPreview,
android.hardware.camera2.cts.RobustnessTest#testAbandonRepeatingRequestSurface,<a href='https://android-review.googlesource.com/q/I79bacdd3c0382a79786f8eb689eb4f89c830ddcc'>[googlesource]
android.hardware.camera2.cts.RobustnessTest#testAeThenAfTrigger,
android.hardware.camera2.cts.RobustnessTest#testAfThenAeTrigger,
android.hardware.camera2.cts.RobustnessTest#testBadSurfaceDimensions,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14945'>[FAQ14945]
android.hardware.camera2.cts.RobustnessTest#testBasicTriggerSequence,
android.hardware.camera2.cts.RobustnessTest#testMandatoryOutputCombinations,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14945'>[FAQ14945]
android.hardware.camera2.cts.RobustnessTest#testMandatoryReprocessConfigurations,
android.hardware.camera2.cts.RobustnessTest#testSimultaneousTriggers,
android.hardware.camera2.cts.StaticMetadataTest#testCapabilities,
android.hardware.camera2.cts.StaticMetadataTest#testHwSupportedLevel,
android.hardware.camera2.cts.StaticMetadataTest#testLensFacing,
android.hardware.camera2.cts.StaticMetadataTest#testMaxNumOutputStreams,
android.hardware.camera2.cts.StillCaptureTest#testAeCompensation,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13881'>[FAQ13881]
android.hardware.camera2.cts.StillCaptureTest#testAePrecaptureTriggerCancelJpegCapture,
android.hardware.camera2.cts.StillCaptureTest#testAeRegions,
android.hardware.camera2.cts.StillCaptureTest#testAfRegions,
android.hardware.camera2.cts.StillCaptureTest#testAllocateBitmap,
android.hardware.camera2.cts.StillCaptureTest#testAwbRegions,
android.hardware.camera2.cts.StillCaptureTest#testBasicRawCapture,
android.hardware.camera2.cts.StillCaptureTest#testFullRawCapture,
android.hardware.camera2.cts.StillCaptureTest#testJpegExif,<a href='http://online.mediatek.com/FAQ#/SW/FAQ07607'>[FAQ07607]
android.hardware.camera2.cts.StillCaptureTest#testPreviewPersistence,
android.hardware.camera2.cts.StillCaptureTest#testStillPreviewCombination,
android.hardware.camera2.cts.StillCaptureTest#testTakePicture,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14215'>[FAQ14215]
android.hardware.camera2.cts.StillCaptureTest#testTouchForFocus,
android.hardware.camera2.cts.SurfaceViewPreviewTest#testBasicTestPatternPreview,
android.hardware.camera2.cts.SurfaceViewPreviewTest#testCameraPreview,
android.hardware.camera2.cts.SurfaceViewPreviewTest#testPreviewFpsRange,
android.hardware.camera2.cts.SurfaceViewPreviewTest#testSurfaceEquality,
android.hardware.camera2.cts.SurfaceViewPreviewTest#testSurfaceSet,
android.hardware.cts.CameraGLTest#testCameraToSurfaceTextureMetadata,<a href='http://online.mediatek.com/FAQ#/SW/FAQ17668'>[FAQ17668]
android.hardware.cts.CameraGLTest#testSetPreviewTextureBothCallbacks,
android.hardware.cts.CameraGLTest#testSetPreviewTexturePreviewCallback,
android.hardware.cts.CameraGLTest#testSetPreviewTextureTextureCallback,
android.hardware.cts.CameraTest#test3ALockInteraction,
android.hardware.cts.CameraTest#testAutoExposureLock,
android.hardware.cts.CameraTest#testAutoWhiteBalanceLock,
android.hardware.cts.CameraTest#testCameraExternalConnected,
android.hardware.cts.CameraTest#testCancelAutofocus,
android.hardware.cts.CameraTest#testDisplayOrientation,
android.hardware.cts.CameraTest#testEnableShutterSound,
android.hardware.cts.CameraTest#testFaceDetection,
android.hardware.cts.CameraTest#testFocusAreas,<a href='http://online.mediatek.com/FAQ#/SW/FAQ08312'>[FAQ08312]
android.hardware.cts.CameraTest#testFocusDistances,
android.hardware.cts.CameraTest#testGetParameterDuringFocus,
android.hardware.cts.CameraTest#testImmediateZoom,
android.hardware.cts.CameraTest#testInvalidParameters,
android.hardware.cts.CameraTest#testJpegCallbackStartPreview,
android.hardware.cts.CameraTest#testJpegExif,<a href='http://online.mediatek.com/FAQ#/SW/FAQ07607'>[FAQ07607]
android.hardware.cts.CameraTest#testJpegThumbnailSize,
android.hardware.cts.CameraTest#testLockUnlock,
android.hardware.cts.CameraTest#testMeteringAreas,
android.hardware.cts.CameraTest#testMultiCameraRelease,
android.hardware.cts.CameraTest#testMultipleCameras,
android.hardware.cts.CameraTest#testParameters,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13799'>[FAQ13799]
android.hardware.cts.CameraTest#testPreviewCallback,
android.hardware.cts.CameraTest#testPreviewCallbackWithBuffer,
android.hardware.cts.CameraTest#testPreviewCallbackWithPicture,
android.hardware.cts.CameraTest#testPreviewFormats,
android.hardware.cts.CameraTest#testPreviewPictureSizesCombination,<a href='http://online.mediatek.com/FAQ#/SW/FAQ12224'>[FAQ12224]
android.hardware.cts.CameraTest#testRecordingHint,
android.hardware.cts.CameraTest#testSceneMode,
android.hardware.cts.CameraTest#testSetOneShotPreviewCallback,
android.hardware.cts.CameraTest#testSetPreviewDisplay,
android.hardware.cts.CameraTest#testSmoothZoom,
android.hardware.cts.CameraTest#testTakePicture,<a href='http://online.mediatek.com/FAQ#/SW/FAQ14215'>[FAQ14215]
android.hardware.cts.CameraTest#testVideoSnapshot,<a href='http://online.mediatek.com/FAQ#/SW/FAQ13794'>[FAQ13794]
android.hardware.cts.Camera_ParametersTest#testAccessMethods,
android.hardware.cts.Camera_SizeTest#testMaxAspectRatios,
android.hardware.multiprocess.camera.cts.CameraEvictionTest#testBasicCamera2ActivityEviction,
android.hardware.multiprocess.camera.cts.CameraEvictionTest#testCamera1ActivityEviction,
android.hardware.multiprocess.camera.cts.CameraEvictionTest#testMediaRecorderCameraActivityEviction,
android.hardware.cts.CameraTest#testPreviewFpsRange,<a href='http://online.mediatek.com/FAQ#/SW/FAQ19520'>[FAQ19520]
android.media.cts.CamcorderProfileTest#testGetWithId,<a href='http://online.mediatek.com/FAQ#/SW/FAQ21014'>[FAQ21014]
